Level ID,Category,Sort Order,Title,Description,Item Count,Items (Display),Items (Correct Order),Hint,Fact
357,Name Sorting,Ascending ↑,"Level 357","Sort 19 names alphabetically ASC",19,"Aaron | Alice | Evan | Eric | Willow | Noah | Carl | Beth | Tessa | Riley | William | Rachel | Ulysses | Ivan | Vera | Helen | Laura | Gabriel | George","Aaron → Alice → Beth → Carl → Eric → Evan → Gabriel → George → Helen → Ivan → Laura → Noah → Rachel → Riley → Tessa → Ulysses → Vera → William → Willow","",""
358,Name Sorting,Descending ↓,"Level 358","Sort 19 names alphabetically DESC",19,"Rachel | Caleb | Yuri | Sophia | Fran | Piper | Adam | Walt | Henry | Julia | Patricia | Eric | Lisa | Jade | Uma | Faith | Kevin | Michael | Xena","Yuri → Xena → Walt → Uma → Sophia → Rachel → Piper → Patricia → Michael → Lisa → Kevin → Julia → Jade → Henry → Fran → Faith → Eric → Caleb → Adam","",""
359,Name Sorting,Ascending ↑,"Level 359","Sort 20 names alphabetically ASC",20,"Otis | Henry | Zane | Ian | Alice | Emma | Vera | Parker | Sean | Oscar | Jack | George | Grace | Thomas | Daisy | Patricia | Ugo | Jane | Daniel | Zach","Alice → Daisy → Daniel → Emma → George → Grace → Henry → Ian → Jack → Jane → Oscar → Otis → Parker → Patricia → Sean → Thomas → Ugo → Vera → Zach → Zane","",""
360,Name Sorting,Ascending ↑,"Level 360","Sort 20 names alphabetically ASC",20,"Julia | Nora | Samuel | Bella | Rachel | Victoria | Michael | Parker | Daniel | Zach | Amelia | Mia | Helen | Vincent | Adam | Liam | Faith | Caleb | Patricia | Riley","Adam → Amelia → Bella → Caleb → Daniel → Faith → Helen → Julia → Liam → Mia → Michael → Nora → Parker → Patricia → Rachel → Riley → Samuel → Victoria → Vincent → Zach","",""
361,Name Sorting,Descending ↓,"Level 361","Sort 20 names alphabetically DESC",20,"Vincent | Donna | Felix | Ian | Gabriel | Fiona | Benjamin | Xander | Evan | Isabella | Ethan | Betty | Jade | Wendy | Quinn | Henry | Ulysses | Noah | George | Luna","Xander → Wendy → Vincent → Ulysses → Quinn → Noah → Luna → Jade → Isabella → Ian → Henry → George → Gabriel → Fiona → Felix → Evan → Ethan → Donna → Betty → Benjamin","",""
362,Name Sorting,Ascending ↑,"Level 362","Sort 20 names alphabetically ASC",20,"Katherine | Gary | Nina | Yvonne | Jane | Diana | George | Aaron | Mia | Helen | Uma | Faith | Kevin | Quincy | Walt | Ivan | Benjamin | Daisy | Zara | Ethan","Aaron → Benjamin → Daisy → Diana → Ethan → Faith → Gary → George → Helen → Ivan → Jane → Katherine → Kevin → Mia → Nina → Quincy → Uma → Walt → Yvonne → Zara","",""
363,Name Sorting,Ascending ↑,"Level 363","Sort 21 names alphabetically ASC",21,"Zara | Piper | Carl | Thomas | Aaron | Ivan | Diana | Betty | Mason | Helen | Otis | Daisy | Alice | Willow | Nancy | Mia | Ethan | Ruth | Paula | Luna | Noah","Aaron → Alice → Betty → Carl → Daisy → Diana → Ethan → Helen → Ivan → Luna → Mason → Mia → Nancy → Noah → Otis → Paula → Piper → Ruth → Thomas → Willow → Zara","",""
364,Name Sorting,Descending ↓,"Level 364","Sort 21 names alphabetically DESC",21,"Fran | Olivia | Zoe | Walt | Rose | Bella | Jane | Felix | Xena | Uma | Ursula | Nancy | Patricia | Yvonne | Xander | Helen | Grace | Henry | Edward | Isabella | Gabriel","Zoe → Yvonne → Xena → Xander → Walt → Ursula → Uma → Rose → Patricia → Olivia → Nancy → Jane → Isabella → Henry → Helen → Grace → Gabriel → Fran → Felix → Edward → Bella","",""
365,Name Sorting,Ascending ↑,"Level 365","Sort 21 names alphabetically ASC",21,"Xavier | Tessa | Wendy | Sean | Hannah | Sophia | Tara | Yvonne | William | Mark | Faith | Jade | Vincent | Grace | Noah | Yuri | Arthur | Isabella | Chris | Willow | Jane","Arthur → Chris → Faith → Grace → Hannah → Isabella → Jade → Jane → Mark → Noah → Sean → Sophia → Tara → Tessa → Vincent → Wendy → William → Willow → Xavier → Yuri → Yvonne","",""
366,Name Sorting,Ascending ↑,"Level 366","Sort 21 names alphabetically ASC",21,"Paula | Ethan | Hannah | Charlotte | George | Riley | Ugo | Tessa | Otis | Queen | Piper | Grace | Aaron | Emma | Zane | Donna | Karl | Olivia | Oscar | Ivan | Tara","Aaron → Charlotte → Donna → Emma → Ethan → George → Grace → Hannah → Ivan → Karl → Olivia → Oscar → Otis → Paula → Piper → Queen → Riley → Tara → Tessa → Ugo → Zane","",""
367,Name Sorting,Ascending ↑,"Level 367","Sort 22 names alphabetically ASC",22,"Felix | Willow | Tara | Fran | Alice | Arthur | Ugo | Grace | William | Julia | Benjamin | Walt | Katherine | Olivia | Thomas | Queen | Xander | Samuel | Zane | Yuri | Caleb | Tessa","Alice → Arthur → Benjamin → Caleb → Felix → Fran → Grace → Julia → Katherine → Olivia → Queen → Samuel → Tara → Tessa → Thomas → Ugo → Walt → William → Willow → Xander → Yuri → Zane","",""
368,Name Sorting,Descending ↓,"Level 368","Sort 22 names alphabetically DESC",22,"Xander | Ursula | Liam | Charlotte | Riley | Victor | Bob | Nina | Jack | Queen | Yvonne | Gary | Chris | Rachel | Oliver | Kyle | Ivan | Sean | Aaron | Holly | Wendy | Otis","Yvonne → Xander → Wendy → Victor → Ursula → Sean → Riley → Rachel → Queen → Otis → Oliver → Nina → Liam → Kyle → Jack → Ivan → Holly → Gary → Chris → Charlotte → Bob → Aaron","",""
369,Name Sorting,Descending ↓,"Level 369","Sort 22 names alphabetically DESC",22,"Olivia | Yvonne | Beth | Evan | Adam | Zoe | Tina | Oscar | Ulysses | Donna | Ursula | Jade | Faye | Oliver | Zara | George | Rose | Yuri | Diana | Jack | Patricia | Ruth","Zoe → Zara → Yvonne → Yuri → Ursula → Ulysses → Tina → Ruth → Rose → Patricia → Oscar → Olivia → Oliver → Jade → Jack → George → Faye → Evan → Donna → Diana → Beth → Adam","",""
370,Name Sorting,Descending ↓,"Level 370","Sort 22 names alphabetically DESC",22,"Hannah | Fiona | Betty | Queen | Ursula | Amelia | Carl | Grace | Tina | Donna | Yusuf | Gary | Caleb | Laura | Gabriel | Yuri | Victoria | Otis | Parker | Faith | Karl | Alice","Yusuf → Yuri → Victoria → Ursula → Tina → Queen → Parker → Otis → Laura → Karl → Hannah → Grace → Gary → Gabriel → Fiona → Faith → Donna → Carl → Caleb → Betty → Amelia → Alice","",""
371,Name Sorting,Ascending ↑,"Level 371","Sort 23 names alphabetically ASC",23,"Alice | Nora | Liam | William | Amelia | Patricia | Fiona | Bob | Wendy | Edward | Gary | Katherine | Mark | Hannah | Grace | Isabella | Ulysses | Ivan | Emma | Xena | Jane | Steve | Laura","Alice → Amelia → Bob → Edward → Emma → Fiona → Gary → Grace → Hannah → Isabella → Ivan → Jane → Katherine → Laura → Liam → Mark → Nora → Patricia → Steve → Ulysses → Wendy → William → Xena","",""
372,Name Sorting,Ascending ↑,"Level 372","Sort 23 names alphabetically ASC",23,"Nancy | Rose | Katherine | Xenia | Karl | Gabriel | Helen | Bella | Zach | Bob | Daisy | Holly | Xena | Victoria | Dara | Chris | Michael | Edward | Isabella | Walt | William | Noah | Ugo","Bella → Bob → Chris → Daisy → Dara → Edward → Gabriel → Helen → Holly → Isabella → Karl → Katherine → Michael → Nancy → Noah → Rose → Ugo → Victoria → Walt → William → Xena → Xenia → Zach","",""
373,Name Sorting,Ascending ↑,"Level 373","Sort 23 names alphabetically ASC",23,"Quinn | Julia | Michael | Vera | Quincy | Caleb | Riley | Tina | Sophia | Aaron | Mason | Ursula | Charlotte | Oscar | Betty | Thomas | Felix | Wendy | Laura | Isabella | Quentin | Nancy | Zara","Aaron → Betty → Caleb → Charlotte → Felix → Isabella → Julia → Laura → Mason → Michael → Nancy → Oscar → Quentin → Quincy → Quinn → Riley → Sophia → Thomas → Tina → Ursula → Vera → Wendy → Zara","",""
374,Name Sorting,Descending ↓,"Level 374","Sort 23 names alphabetically DESC",23,"Betty | Fran | Samuel | Otis | Zara | Katherine | Jack | Yvonne | Ulysses | Patricia | Yasmine | Steve | Michael | Quincy | Xavier | Yuri | Ugo | Zane | Carl | Gary | William | Faith | Diana","Zara → Zane → Yvonne → Yuri → Yasmine → Xavier → William → Ulysses → Ugo → Steve → Samuel → Quincy → Patricia → Otis → Michael → Katherine → Jack → Gary → Fran → Faith → Diana → Carl → Betty","",""
375,Name Sorting,Ascending ↑,"Level 375","Sort 24 names alphabetically ASC",24,"Fran | Ian | Daniel | Yvonne | Otis | Queen | George | Bob | Felix | Ulysses | Isaac | Mason | Oscar | Thomas | Zane | Xena | Amelia | Willow | Evan | Xander | Rose | Steve | Piper | Betty","Amelia → Betty → Bob → Daniel → Evan → Felix → Fran → George → Ian → Isaac → Mason → Oscar → Otis → Piper → Queen → Rose → Steve → Thomas → Ulysses → Willow → Xander → Xena → Yvonne → Zane","",""
376,Name Sorting,Ascending ↑,"Level 376","Sort 24 names alphabetically ASC",24,"Caleb | Faye | Zoe | Holly | Queen | Charlie | Steve | Mark | Arthur | Kyle | Aaron | Samuel | Isaac | Diana | Mason | Riley | Evan | Lisa | Amelia | Felix | Sophia | Quentin | Rachel | Oscar","Aaron → Amelia → Arthur → Caleb → Charlie → Diana → Evan → Faye → Felix → Holly → Isaac → Kyle → Lisa → Mark → Mason → Oscar → Queen → Quentin → Rachel → Riley → Samuel → Sophia → Steve → Zoe","",""
377,Name Sorting,Descending ↓,"Level 377","Sort 24 names alphabetically DESC",24,"Nina | Holly | Chris | Caleb | Charlie | Eric | Faye | Tara | Jade | Daniel | Yvonne | Emma | William | Uma | Otis | Amelia | Charlotte | Helen | Zach | Thomas | Gabriel | Quentin | Ugo | Luna","Zach → Yvonne → William → Uma → Ugo → Thomas → Tara → Quentin → Otis → Nina → Luna → Jade → Holly → Helen → Gabriel → Faye → Eric → Emma → Daniel → Chris → Charlotte → Charlie → Caleb → Amelia","",""
378,Name Sorting,Ascending ↑,"Level 378","Sort 24 names alphabetically ASC",24,"Yasmine | Mason | Isabella | Nancy | Xander | Charlotte | Ivan | Wendy | Riley | Dara | Luna | Daisy | Karl | Rose | Benjamin | Nora | Adam | Alice | Bella | Emma | George | Jack | Carl | Faye","Adam → Alice → Bella → Benjamin → Carl → Charlotte → Daisy → Dara → Emma → Faye → George → Isabella → Ivan → Jack → Karl → Luna → Mason → Nancy → Nora → Riley → Rose → Wendy → Xander → Yasmine","",""
379,Name Sorting,Descending ↓,"Level 379","Sort 25 names alphabetically DESC",25,"Ethan | Ursula | Ruth | Riley | Aaron | Yuri | Parker | Jack | Xavier | Emma | Rachel | Lisa | Chris | Patricia | Evan | Faith | Caleb | Charlie | Vincent | Zoe | Felix | Dara | Oscar | Adam | Donna","Zoe → Yuri → Xavier → Vincent → Ursula → Ruth → Riley → Rachel → Patricia → Parker → Oscar → Lisa → Jack → Felix → Faith → Evan → Ethan → Emma → Donna → Dara → Chris → Charlie → Caleb → Adam → Aaron","",""
380,Name Sorting,Ascending ↑,"Level 380","Sort 25 names alphabetically ASC",25,"Grace | Quincy | Yvonne | Victor | Charlie | Rose | Karl | Ruth | Michael | Faith | Vera | Zoe | Walt | Otis | Fiona | Queen | Jane | Tessa | Felix | Luna | Carl | Mason | Quentin | Zach | Xena","Carl → Charlie → Faith → Felix → Fiona → Grace → Jane → Karl → Luna → Mason → Michael → Otis → Queen → Quentin → Quincy → Rose → Ruth → Tessa → Vera → Victor → Walt → Xena → Yvonne → Zach → Zoe","",""
381,Name Sorting,Descending ↓,"Level 381","Sort 25 names alphabetically DESC",25,"Katherine | Steve | Jade | Paula | Isabella | George | Adam | Walt | Diana | Zara | Zoe | Alice | Fran | Karl | Henry | Noah | Charlotte | Felix | Isaac | Quentin | Tina | Victor | Yasmine | Xander | Yuri","Zoe → Zara → Yuri → Yasmine → Xander → Walt → Victor → Tina → Steve → Quentin → Paula → Noah → Katherine → Karl → Jade → Isabella → Isaac → Henry → George → Fran → Felix → Diana → Charlotte → Alice → Adam","",""
382,Name Sorting,Descending ↓,"Level 382","Sort 25 names alphabetically DESC",25,"Olivia | Dara | Quincy | Xenia | Nora | Sophia | Beth | Tina | Nancy | Victor | Laura | Charlie | Ivan | Daisy | Evan | Ulysses | Xena | Emma | Faith | Yasmine | Katherine | Queen | George | Zoe | Mia","Zoe → Yasmine → Xenia → Xena → Victor → Ulysses → Tina → Sophia → Quincy → Queen → Olivia → Nora → Nancy → Mia → Laura → Katherine → Ivan → George → Faith → Evan → Emma → Dara → Daisy → Charlie → Beth","",""
383,Name Sorting,Ascending ↑,"Level 383","Sort 26 names alphabetically ASC",26,"Tara | Vincent | Zara | Laura | Ulysses | Arthur | Noah | Evan | Caleb | Mason | Ugo | Willow | Yasmine | Ethan | Gabriel | Yvonne | Quentin | Edward | Zoe | Bob | Xavier | Kyle | Victoria | Sean | Isabella | Charlotte","Arthur → Bob → Caleb → Charlotte → Edward → Ethan → Evan → Gabriel → Isabella → Kyle → Laura → Mason → Noah → Quentin → Sean → Tara → Ugo → Ulysses → Victoria → Vincent → Willow → Xavier → Yasmine → Yvonne → Zara → Zoe","",""
384,Name Sorting,Descending ↓,"Level 384","Sort 26 names alphabetically DESC",26,"Walt | Charlotte | Yvonne | Sophia | Ulysses | Riley | Oscar | Hannah | William | Zoe | Victoria | Quentin | Bella | Daniel | Kyle | Nora | Bob | Zane | Xenia | Aaron | Liam | Adam | Fran | Ugo | Quinn | Ivan","Zoe → Zane → Yvonne → Xenia → William → Walt → Victoria → Ulysses → Ugo → Sophia → Riley → Quinn → Quentin → Oscar → Nora → Liam → Kyle → Ivan → Hannah → Fran → Daniel → Charlotte → Bob → Bella → Adam → Aaron","",""
385,Name Sorting,Ascending ↑,"Level 385","Sort 26 names alphabetically ASC",26,"Amelia | Xavier | Zara | Ian | Fiona | Luna | Ulysses | Zoe | Holly | Ursula | Mark | Tessa | Willow | Isabella | Ivan | Bob | Parker | Benjamin | Bella | Beth | Piper | Charlotte | Helen | Faith | Quentin | Ethan","Amelia → Bella → Benjamin → Beth → Bob → Charlotte → Ethan → Faith → Fiona → Helen → Holly → Ian → Isabella → Ivan → Luna → Mark → Parker → Piper → Quentin → Tessa → Ulysses → Ursula → Willow → Xavier → Zara → Zoe","",""
386,Name Sorting,Descending ↓,"Level 386","Sort 26 names alphabetically DESC",26,"Sophia | Aaron | Yuri | Caleb | Tara | Diana | Charlie | Otis | Zara | Hannah | Quincy | Mia | Isabella | Nora | Kyle | Ethan | Xavier | Jade | Zach | Ursula | Yasmine | Beth | Tina | Nina | Zoe | Betty","Zoe → Zara → Zach → Yuri → Yasmine → Xavier → Ursula → Tina → Tara → Sophia → Quincy → Otis → Nora → Nina → Mia → Kyle → Jade → Isabella → Hannah → Ethan → Diana → Charlie → Caleb → Betty → Beth → Aaron","",""
387,Name Sorting,Ascending ↑,"Level 387","Sort 27 names alphabetically ASC",27,"Tina | Steve | Yuri | Quentin | Charlie | Dara | Arthur | Otis | Isaac | Riley | Evan | Uma | Fiona | Emma | Queen | Bob | Zach | Amelia | Aaron | Mason | Julia | Alice | Tessa | Chris | Zara | Kevin | Xena","Aaron → Alice → Amelia → Arthur → Bob → Charlie → Chris → Dara → Emma → Evan → Fiona → Isaac → Julia → Kevin → Mason → Otis → Queen → Quentin → Riley → Steve → Tessa → Tina → Uma → Xena → Yuri → Zach → Zara","",""
388,Name Sorting,Descending ↓,"Level 388","Sort 27 names alphabetically DESC",27,"Julia | Evan | Rachel | Tina | Diana | Fran | Victor | Jane | Xenia | Nora | Faith | Benjamin | Willow | Sophia | Riley | Daniel | Yvonne | Katherine | Faye | Queen | Paula | Yasmine | Charlotte | Bella | Samuel | Patricia | Caleb","Yvonne → Yasmine → Xenia → Willow → Victor → Tina → Sophia → Samuel → Riley → Rachel → Queen → Paula → Patricia → Nora → Katherine → Julia → Jane → Fran → Faye → Faith → Evan → Diana → Daniel → Charlotte → Caleb → Benjamin → Bella","",""
389,Name Sorting,Descending ↓,"Level 389","Sort 27 names alphabetically DESC",27,"Jane | Diana | Tara | Ugo | Steve | Parker | Chris | Olivia | Vera | Grace | Gabriel | Ulysses | Victor | Lisa | Sean | Dara | Oscar | Zane | Victoria | Jade | Kyle | Betty | Xander | Paula | Thomas | Carl | Benjamin","Zane → Xander → Victoria → Victor → Vera → Ulysses → Ugo → Thomas → Tara → Steve → Sean → Paula → Parker → Oscar → Olivia → Lisa → Kyle → Jane → Jade → Grace → Gabriel → Diana → Dara → Chris → Carl → Betty → Benjamin","",""
390,Name Sorting,Descending ↓,"Level 390","Sort 27 names alphabetically DESC",27,"Noah | Tina | Kevin | Riley | Edward | Karl | Eric | Willow | Mia | Vincent | Jade | Victor | Nina | Grace | Adam | Xenia | Michael | Benjamin | Ruth | Donna | Charlotte | Fiona | Julia | Charlie | Vera | Kyle | Mark","Xenia → Willow → Vincent → Victor → Vera → Tina → Ruth → Riley → Noah → Nina → Michael → Mia → Mark → Kyle → Kevin → Karl → Julia → Jade → Grace → Fiona → Eric → Edward → Donna → Charlotte → Charlie → Benjamin → Adam","",""
391,Name Sorting,Ascending ↑,"Level 391","Sort 28 names alphabetically ASC",28,"Quincy | Benjamin | Bella | Arthur | Ulysses | Piper | Michael | Betty | Isabella | Ian | Patricia | Beth | Holly | Julia | Karl | Oscar | Grace | Chris | Zara | Kyle | Helen | Xenia | Sophia | Charlie | Willow | Adam | Queen | Mason","Adam → Arthur → Bella → Benjamin → Beth → Betty → Charlie → Chris → Grace → Helen → Holly → Ian → Isabella → Julia → Karl → Kyle → Mason → Michael → Oscar → Patricia → Piper → Queen → Quincy → Sophia → Ulysses → Willow → Xenia → Zara","",""
392,Name Sorting,Descending ↓,"Level 392","Sort 28 names alphabetically DESC",28,"Zoe | Charlotte | Xenia | Ugo | Grace | Hannah | Fran | Isaac | Luna | Caleb | Mia | Samuel | Aaron | Piper | Jade | Oliver | George | Vera | Rachel | Karl | Evan | Michael | Ivan | Oscar | Daniel | Parker | Nina | Queen","Zoe → Xenia → Vera → Ugo → Samuel → Rachel → Queen → Piper → Parker → Oscar → Oliver → Nina → Michael → Mia → Luna → Karl → Jade → Ivan → Isaac → Hannah → Grace → George → Fran → Evan → Daniel → Charlotte → Caleb → Aaron","",""
393,Name Sorting,Ascending ↑,"Level 393","Sort 28 names alphabetically ASC",28,"Tessa | Liam | Xena | Victor | Quincy | Lisa | Xavier | Oscar | Xenia | Fran | Luna | Chris | Charlotte | Vera | Ugo | Alice | Gary | Quinn | Kevin | Yuri | Paula | Grace | Xander | Zoe | Ulysses | Carl | Edward | Amelia","Alice → Amelia → Carl → Charlotte → Chris → Edward → Fran → Gary → Grace → Kevin → Liam → Lisa → Luna → Oscar → Paula → Quincy → Quinn → Tessa → Ugo → Ulysses → Vera → Victor → Xander → Xavier → Xena → Xenia → Yuri → Zoe","",""
394,Name Sorting,Ascending ↑,"Level 394","Sort 28 names alphabetically ASC",28,"Isaac | Helen | Walt | Kyle | Jane | Henry | Rachel | Riley | Ethan | Betty | Diana | Queen | Parker | Holly | Wendy | Karl | Faith | Rose | George | Hannah | Donna | Emma | Willow | Ugo | Ulysses | Zach | Nancy | Liam","Betty → Diana → Donna → Emma → Ethan → Faith → George → Hannah → Helen → Henry → Holly → Isaac → Jane → Karl → Kyle → Liam → Nancy → Parker → Queen → Rachel → Riley → Rose → Ugo → Ulysses → Walt → Wendy → Willow → Zach","",""
395,Name Sorting,Descending ↓,"Level 395","Sort 29 names alphabetically DESC",29,"Kyle | Ulysses | Kevin | Victor | Xavier | Ethan | Tessa | George | Steve | Noah | Adam | Yusuf | Xenia | Diana | Donna | Isabella | Wendy | Charlotte | Isaac | Vincent | Beth | Aaron | Gary | Quincy | Queen | Vera | Willow | Rachel | Tara","Yusuf → Xenia → Xavier → Willow → Wendy → Vincent → Victor → Vera → Ulysses → Tessa → Tara → Steve → Rachel → Quincy → Queen → Noah → Kyle → Kevin → Isabella → Isaac → George → Gary → Ethan → Donna → Diana → Charlotte → Beth → Adam → Aaron","",""
396,Name Sorting,Ascending ↑,"Level 396","Sort 29 names alphabetically ASC",29,"Donna | Ursula | Chris | Diana | Steve | Luna | William | Aaron | Kyle | Carl | Gary | Oscar | Rachel | Rose | Quincy | Walt | Noah | Isaac | Quinn | Bella | Thomas | Piper | Tina | Vincent | Ethan | Olivia | Jade | Kevin | Dara","Aaron → Bella → Carl → Chris → Dara → Diana → Donna → Ethan → Gary → Isaac → Jade → Kevin → Kyle → Luna → Noah → Olivia → Oscar → Piper → Quincy → Quinn → Rachel → Rose → Steve → Thomas → Tina → Ursula → Vincent → Walt → William","",""
397,Name Sorting,Ascending ↑,"Level 397","Sort 29 names alphabetically ASC",29,"Ugo | Dara | Vincent | Patricia | Tara | Kevin | Quinn | Samuel | Willow | Wendy | Quincy | Yusuf | Hannah | Otis | Parker | Grace | Walt | Jane | Benjamin | William | Paula | Xena | Quentin | Betty | Isabella | Gary | Evan | Jack | Caleb","Benjamin → Betty → Caleb → Dara → Evan → Gary → Grace → Hannah → Isabella → Jack → Jane → Kevin → Otis → Parker → Patricia → Paula → Quentin → Quincy → Quinn → Samuel → Tara → Ugo → Vincent → Walt → Wendy → William → Willow → Xena → Yusuf","",""
398,Name Sorting,Ascending ↑,"Level 398","Sort 29 names alphabetically ASC",29,"Oliver | Nora | Quinn | Daisy | George | Alice | Felix | Mia | Holly | Karl | Kyle | Mason | Nina | Xenia | Xavier | Julia | Tina | Vincent | Nancy | Gary | Paula | Zara | Liam | Beth | Hannah | Queen | Lisa | Fran | Diana","Alice → Beth → Daisy → Diana → Felix → Fran → Gary → George → Hannah → Holly → Julia → Karl → Kyle → Liam → Lisa → Mason → Mia → Nancy → Nina → Nora → Oliver → Paula → Queen → Quinn → Tina → Vincent → Xavier → Xenia → Zara","",""
399,Name Sorting,Descending ↓,"Level 399","Sort 30 names alphabetically DESC",30,"Donna | Holly | Queen | Yvonne | Sean | Henry | Chris | Liam | Victor | Zach | Karl | Quincy | Jade | Caleb | Vincent | Zoe | Adam | Thomas | Hannah | Tara | Jane | Betty | Rachel | Michael | Fiona | Aaron | Xander | Ruth | Yusuf | Ugo","Zoe → Zach → Yvonne → Yusuf → Xander → Vincent → Victor → Ugo → Thomas → Tara → Sean → Ruth → Rachel → Quincy → Queen → Michael → Liam → Karl → Jane → Jade → Holly → Henry → Hannah → Fiona → Donna → Chris → Caleb → Betty → Adam → Aaron","",""
400,Name Sorting,Ascending ↑,"Level 400","Sort 30 names alphabetically ASC",30,"Walt | Luna | Diana | Arthur | Helen | Mason | Ugo | Emma | Ivan | Zach | Oliver | Caleb | Kyle | George | Tessa | Otis | Aaron | Zoe | Ulysses | Kevin | Riley | Yvonne | Tara | Holly | Tina | Vera | Charlotte | Xander | Piper | Chris","Aaron → Arthur → Caleb → Charlotte → Chris → Diana → Emma → George → Helen → Holly → Ivan → Kevin → Kyle → Luna → Mason → Oliver → Otis → Piper → Riley → Tara → Tessa → Tina → Ugo → Ulysses → Vera → Walt → Xander → Yvonne → Zach → Zoe","",""
401,Name Sorting,Descending ↓,"Level 401","Sort 30 names alphabetically DESC",30,"Felix | Fran | Luna | Dara | Xavier | Thomas | Ethan | Bob | Yuri | Tina | Betty | Patricia | Jade | Alice | Victoria | Ursula | Gary | Donna | Ruth | Faith | Xenia | Adam | Emma | Faye | Rose | Yusuf | Daisy | Aaron | Holly | Oliver","Yusuf → Yuri → Xenia → Xavier → Victoria → Ursula → Tina → Thomas → Ruth → Rose → Patricia → Oliver → Luna → Jade → Holly → Gary → Fran → Felix → Faye → Faith → Ethan → Emma → Donna → Dara → Daisy → Bob → Betty → Alice → Adam → Aaron","",""
402,Name Sorting,Descending ↓,"Level 402","Sort 30 names alphabetically DESC",30,"Mason | Steve | Hannah | Katherine | Thomas | Rose | Jane | Oscar | Riley | Zane | Nina | Sean | Zara | Uma | Lisa | Nancy | William | Ethan | Sophia | Zach | Isabella | Vincent | Caleb | Eric | Liam | Betty | Ulysses | Faith | Walt | Dara","Zara → Zane → Zach → William → Walt → Vincent → Uma → Ulysses → Thomas → Steve → Sophia → Sean → Rose → Riley → Oscar → Nina → Nancy → Mason → Lisa → Liam → Katherine → Jane → Isabella → Hannah → Faith → Ethan → Eric → Dara → Caleb → Betty","",""
403,Name Sorting,Descending ↓,"Level 403","Sort 30 names alphabetically DESC",30,"Chris | Adam | Ethan | Edward | Rose | George | Steve | Piper | Parker | Liam | Arthur | Quincy | Charlotte | Beth | Daisy | Bella | Fran | Victoria | Faith | Julia | Xenia | Oscar | Aaron | Diana | Holly | Samuel | Mia | Queen | Kyle | Tara","Xenia → Victoria → Tara → Steve → Samuel → Rose → Quincy → Queen → Piper → Parker → Oscar → Mia → Liam → Kyle → Julia → Holly → George → Fran → Faith → Ethan → Edward → Diana → Daisy → Chris → Charlotte → Beth → Bella → Arthur → Adam → Aaron","",""
404,Name Sorting,Ascending ↑,"Level 404","Sort 31 names alphabetically ASC",31,"Yvonne | Quinn | Ivan | Fiona | Adam | Patricia | Ursula | Kevin | Charlie | Emma | Mason | Fran | Thomas | Noah | Oliver | Wendy | Quincy | Tina | Zach | Faye | Michael | Otis | Chris | Xander | Isaac | Karl | Yusuf | Betty | Edward | Rachel | Liam","Adam → Betty → Charlie → Chris → Edward → Emma → Faye → Fiona → Fran → Isaac → Ivan → Karl → Kevin → Liam → Mason → Michael → Noah → Oliver → Otis → Patricia → Quincy → Quinn → Rachel → Thomas → Tina → Ursula → Wendy → Xander → Yusuf → Yvonne → Zach","",""
405,Name Sorting,Ascending ↑,"Level 405","Sort 31 names alphabetically ASC",31,"Fiona | Riley | Amelia | Diana | Mia | Jade | Yuri | Faith | Luna | Felix | Holly | Adam | Charlie | Hannah | Piper | Julia | Samuel | Vera | Oscar | Isabella | Zane | Emma | Laura | Walt | George | Victor | Mark | Victoria | Yvonne | Mason | Helen","Adam → Amelia → Charlie → Diana → Emma → Faith → Felix → Fiona → George → Hannah → Helen → Holly → Isabella → Jade → Julia → Laura → Luna → Mark → Mason → Mia → Oscar → Piper → Riley → Samuel → Vera → Victor → Victoria → Walt → Yuri → Yvonne → Zane","",""
406,Name Sorting,Ascending ↑,"Level 406","Sort 31 names alphabetically ASC",31,"William | Sophia | Emma | Caleb | Henry | Jade | Arthur | Luna | Charlie | Steve | Eric | Michael | Quinn | Zach | Otis | Nancy | Chris | Benjamin | Ruth | Ian | Mason | George | Faith | Katherine | Ursula | Xavier | Noah | Evan | Grace | Quentin | Alice","Alice → Arthur → Benjamin → Caleb → Charlie → Chris → Emma → Eric → Evan → Faith → George → Grace → Henry → Ian → Jade → Katherine → Luna → Mason → Michael → Nancy → Noah → Otis → Quentin → Quinn → Ruth → Sophia → Steve → Ursula → William → Xavier → Zach","",""
407,Name Sorting,Descending ↓,"Level 407","Sort 31 names alphabetically DESC",31,"Piper | Beth | Liam | Kyle | Jack | Yuri | Gabriel | Thomas | Adam | Felix | Helen | Riley | Edward | Quinn | Ian | Vincent | Charlie | Isabella | Sophia | Grace | Tara | Yasmine | George | Queen | Hannah | Tina | Zoe | Yvonne | Evan | Nancy | Olivia","Zoe → Yvonne → Yuri → Yasmine → Vincent → Tina → Thomas → Tara → Sophia → Riley → Quinn → Queen → Piper → Olivia → Nancy → Liam → Kyle → Jack → Isabella → Ian → Helen → Hannah → Grace → George → Gabriel → Felix → Evan → Edward → Charlie → Beth → Adam","",""
